"post_id"	"conversation_id"	"disease_id"	"author"	"num_stars"	"timestamp"	"in_reply_to"	"is_primary_question"	"num_replies"
"HIF2016_DIS02_CONV21_POST384"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"japdip"	"5"	"1448838000000"	"flowersrpretty95"	"false"	"0"
"HIF2016_DIS02_CONV21_POST385"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"flowersrpretty95"	"0"	"1448924400000"	""	"false"	"0"
"HIF2016_DIS02_CONV21_POST386"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"japdip"	"5"	"1448924400000"	"flowerspretty95"	"false"	"0"
"HIF2016_DIS02_CONV21_POST387"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"mhv"	"1"	"1449010800000"	""	"false"	"0"
"HIF2016_DIS02_CONV21_POST388"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"Jaquta"	"1"	"1449183600000"	""	"false"	"0"
"HIF2016_DIS02_CONV21_POST389"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"flowersrpretty95"	"0"	"1449183600000"	"mhv"	"false"	"0"
"HIF2016_DIS02_CONV21_POST390"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"flowersrpretty95"	"0"	"1449183600000"	""	"false"	"0"
"HIF2016_DIS02_CONV21_POST391"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"japdip"	"5"	"1449270000000"	"flowersrpretty95"	"false"	"0"
"HIF2016_DIS02_CONV21_POST392"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"flowersrpretty95"	"0"	"1452553200000"	"Second opinion"	"false"	"0"
"HIF2016_DIS02_CONV21_POST393"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"japdip"	"5"	"1452553200000"	"flowersrpretty95"	"false"	"0"
"HIF2016_DIS02_CONV21_POST394"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"flowersrpretty95"	"0"	"1455836400000"	"excisional verses lumpectomy"	"false"	"0"
"HIF2016_DIS02_CONV21_POST395"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"japdip"	"5"	"1455836400000"	"flowersopretty95"	"false"	"0"
"HIF2016_DIS02_CONV21_POST396"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"mhv"	"1"	"1455922800000"	""	"false"	"0"
"HIF2016_DIS02_CONV21_POST397"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"flowersrpretty95"	"0"	"1456441200000"	"surgery on 23ird"	"false"	"0"
"HIF2016_DIS02_CONV21_POST398"	"HIF2016_DIS02_CONV21"	"HIF2016_DIS02"	"japdip"	"5"	"1456441200000"	"flowersrpretty95"	"false"	"0"
"HIF2016_DIS02_CONV22_POST399"	"HIF2016_DIS02_CONV22"	"HIF2016_DIS02"	"Zz77hop"	"0"	"1447801200000"	""	"true"	"8"
"HIF2016_DIS02_CONV22_POST400"	"HIF2016_DIS02_CONV22"	"HIF2016_DIS02"	"zouzi"	"1"	"1447801200000"	"Zz77hop"	"false"	"0"
"HIF2016_DIS02_CONV22_POST401"	"HIF2016_DIS02_CONV22"	"HIF2016_DIS02"	"Zz77hop"	"0"	"1447887600000"	"zouzi"	"false"	"0"
"HIF2016_DIS02_CONV22_POST402"	"HIF2016_DIS02_CONV22"	"HIF2016_DIS02"	"zouzi"	"1"	"1447887600000"	"Zz77hop"	"false"	"0"
"HIF2016_DIS02_CONV22_POST403"	"HIF2016_DIS02_CONV22"	"HIF2016_DIS02"	"Zz77hop"	"0"	"1447887600000"	""	"false"	"0"
"HIF2016_DIS02_CONV22_POST404"	"HIF2016_DIS02_CONV22"	"HIF2016_DIS02"	"Zz77hop"	"0"	"1447887600000"	""	"false"	"0"
"HIF2016_DIS02_CONV22_POST405"	"HIF2016_DIS02_CONV22"	"HIF2016_DIS02"	"zouzi"	"1"	"1447887600000"	"Zz77hop"	"false"	"0"
"HIF2016_DIS02_CONV22_POST406"	"HIF2016_DIS02_CONV22"	"HIF2016_DIS02"	"Zz77hop"	"0"	"1447887600000"	"zouzi"	"false"	"0"
"HIF2016_DIS02_CONV22_POST407"	"HIF2016_DIS02_CONV22"	"HIF2016_DIS02"	"zouzi"	"1"	"1447887600000"	"Zz77hop"	"false"	"0"
"HIF2016_DIS02_CONV23_POST408"	"HIF2016_DIS02_CONV23"	"HIF2016_DIS02"	"RITZGAL"	"0"	"1240437600000"	""	"true"	"7"
"HIF2016_DIS02_CONV23_POST409"	"HIF2016_DIS02_CONV23"	"HIF2016_DIS02"	"Jaquta"	"1"	"1240524000000"	""	"false"	"0"
"HIF2016_DIS02_CONV23_POST410"	"HIF2016_DIS02_CONV23"	"HIF2016_DIS02"	"RITZGAL"	"0"	"1240524000000"	"Jaquta"	"false"	"0"
"HIF2016_DIS02_CONV23_POST411"	"HIF2016_DIS02_CONV23"	"HIF2016_DIS02"	"Jaquta"	"1"	"1240524000000"	""	"false"	"0"
"HIF2016_DIS02_CONV23_POST412"	"HIF2016_DIS02_CONV23"	"HIF2016_DIS02"	"faysweetie"	"0"	"1436997600000"	""	"false"	"0"
"HIF2016_DIS02_CONV23_POST413"	"HIF2016_DIS02_CONV23"	"HIF2016_DIS02"	"orangepurse"	"0"	"1443132000000"	"Jaquta"	"false"	"0"
"HIF2016_DIS02_CONV23_POST414"	"HIF2016_DIS02_CONV23"	"HIF2016_DIS02"	"bluebutterfly2222"	"3"	"1443132000000"	"orangepurse"	"false"	"0"
"HIF2016_DIS02_CONV23_POST415"	"HIF2016_DIS02_CONV23"	"HIF2016_DIS02"	"japdip"	"5"	"1443132000000"	"orangepurse"	"false"	"0"
"HIF2016_DIS02_CONV24_POST416"	"HIF2016_DIS02_CONV24"	"HIF2016_DIS02"	"Chypre"	"0"	"1436997600000"	""	"true"	"5"
"HIF2016_DIS02_CONV24_POST417"	"HIF2016_DIS02_CONV24"	"HIF2016_DIS02"	"mhv"	"1"	"1437084000000"	"Chypre"	"false"	"0"
"HIF2016_DIS02_CONV24_POST418"	"HIF2016_DIS02_CONV24"	"HIF2016_DIS02"	"japdip"	"5"	"1436997600000"	"Chypre"	"false"	"0"
"HIF2016_DIS02_CONV24_POST419"	"HIF2016_DIS02_CONV24"	"HIF2016_DIS02"	"Chypre"	"0"	"1437084000000"	"japdip"	"false"	"0"
"HIF2016_DIS02_CONV24_POST420"	"HIF2016_DIS02_CONV24"	"HIF2016_DIS02"	"japdip"	"5"	"1437084000000"	"Chypre"	"false"	"0"
"HIF2016_DIS02_CONV24_POST421"	"HIF2016_DIS02_CONV24"	"HIF2016_DIS02"	"mhv"	"1"	"1437084000000"	"Chypre"	"false"	"0"
"HIF2016_DIS02_CONV24_POST422"	"HIF2016_DIS02_CONV24"	"HIF2016_DIS02"	"mhv"	"1"	"1437602400000"	"Chypre"	"false"	"0"
"HIF2016_DIS02_CONV25_POST423"	"HIF2016_DIS02_CONV25"	"HIF2016_DIS02"	"eskiemom"	"0"	"1430172000000"	""	"true"	"9"
"HIF2016_DIS02_CONV25_POST424"	"HIF2016_DIS02_CONV25"	"HIF2016_DIS02"	"japdip"	"5"	"1430172000000"	"eskiemom"	"false"	"0"
"HIF2016_DIS02_CONV25_POST425"	"HIF2016_DIS02_CONV25"	"HIF2016_DIS02"	"eskiemom"	"0"	"1430172000000"	"japdip"	"false"	"0"
"HIF2016_DIS02_CONV25_POST426"	"HIF2016_DIS02_CONV25"	"HIF2016_DIS02"	"japdip"	"5"	"1430172000000"	"eskiemom"	"false"	"0"
"HIF2016_DIS02_CONV25_POST427"	"HIF2016_DIS02_CONV25"	"HIF2016_DIS02"	"eskiemom"	"0"	"1433455200000"	"japdip"	"false"	"0"
"HIF2016_DIS02_CONV25_POST428"	"HIF2016_DIS02_CONV25"	"HIF2016_DIS02"	"japdip"	"5"	"1433455200000"	"eskiemom"	"false"	"0"
"HIF2016_DIS02_CONV25_POST429"	"HIF2016_DIS02_CONV25"	"HIF2016_DIS02"	"eskiemom"	"0"	"1433455200000"	"japdip"	"false"	"0"
"HIF2016_DIS02_CONV25_POST430"	"HIF2016_DIS02_CONV25"	"HIF2016_DIS02"	"japdip"	"5"	"1433455200000"	"eskiemom"	"false"	"0"
"HIF2016_DIS02_CONV25_POST431"	"HIF2016_DIS02_CONV25"	"HIF2016_DIS02"	"eskiemom"	"0"	"1433714400000"	"japdip"	"false"	"0"
"HIF2016_DIS02_CONV25_POST432"	"HIF2016_DIS02_CONV25"	"HIF2016_DIS02"	"japdip"	"5"	"1433714400000"	"eskiemom"	"false"	"0"
"HIF2016_DIS02_CONV26_POST433"	"HIF2016_DIS02_CONV26"	"HIF2016_DIS02"	"Purplejoanne"	"0"	"1417215600000"	""	"true"	"10"
"HIF2016_DIS02_CONV26_POST434"	"HIF2016_DIS02_CONV26"	"HIF2016_DIS02"	"zouzi"	"3"	"1417215600000"	"Purplejoanne"	"false"	"0"
"HIF2016_DIS02_CONV26_POST435"	"HIF2016_DIS02_CONV26"	"HIF2016_DIS02"	"Purplejoanne"	"0"	"1417215600000"	""	"false"	"0"
"HIF2016_DIS02_CONV26_POST436"	"HIF2016_DIS02_CONV26"	"HIF2016_DIS02"	"zouzi"	"3"	"1417215600000"	"Purplejoanne"	"false"	"0"
"HIF2016_DIS02_CONV26_POST437"	"HIF2016_DIS02_CONV26"	"HIF2016_DIS02"	"Purplejoanne"	"0"	"1417215600000"	""	"false"	"0"
"HIF2016_DIS02_CONV26_POST438"	"HIF2016_DIS02_CONV26"	"HIF2016_DIS02"	"zouzi"	"3"	"1417215600000"	"Purplejoanne"	"false"	"0"
"HIF2016_DIS02_CONV26_POST439"	"HIF2016_DIS02_CONV26"	"HIF2016_DIS02"	"Purplejoanne"	"0"	"1417215600000"	""	"false"	"0"
"HIF2016_DIS02_CONV26_POST440"	"HIF2016_DIS02_CONV26"	"HIF2016_DIS02"	"Purplejoanne"	"0"	"1417215600000"	""	"false"	"0"
"HIF2016_DIS02_CONV26_POST441"	"HIF2016_DIS02_CONV26"	"HIF2016_DIS02"	"zouzi"	"3"	"1417215600000"	"Purplejoanne"	"false"	"0"
"HIF2016_DIS02_CONV26_POST442"	"HIF2016_DIS02_CONV26"	"HIF2016_DIS02"	"Purplejoanne"	"0"	"1417215600000"	""	"false"	"0"
"HIF2016_DIS02_CONV26_POST443"	"HIF2016_DIS02_CONV26"	"HIF2016_DIS02"	"zouzi"	"3"	"1417215600000"	"Purplejoanne"	"false"	"0"
"HIF2016_DIS02_CONV27_POST444"	"HIF2016_DIS02_CONV27"	"HIF2016_DIS02"	"lexxuy"	"0"	"1218060000000"	""	"true"	"10"
"HIF2016_DIS02_CONV27_POST445"	"HIF2016_DIS02_CONV27"	"HIF2016_DIS02"	"Fernando Roque, MD"	"0"	"1218060000000"	"lexxuy"	"false"	"0"
"HIF2016_DIS02_CONV27_POST446"	"HIF2016_DIS02_CONV27"	"HIF2016_DIS02"	"lexxuy"	"0"	"1218146400000"	""	"false"	"0"
"HIF2016_DIS02_CONV27_POST447"	"HIF2016_DIS02_CONV27"	"HIF2016_DIS02"	"katarina777"	"1"	"1218146400000"	""	"false"	"0"
"HIF2016_DIS02_CONV27_POST448"	"HIF2016_DIS02_CONV27"	"HIF2016_DIS02"	"lexxuy"	"0"	"1218405600000"	""	"false"	"0"
"HIF2016_DIS02_CONV27_POST449"	"HIF2016_DIS02_CONV27"	"HIF2016_DIS02"	"Fernando Roque, MD"	"0"	"1218405600000"	"lexxuy"	"false"	"0"
"HIF2016_DIS02_CONV27_POST450"	"HIF2016_DIS02_CONV27"	"HIF2016_DIS02"	"lexxuy"	"0"	"1218405600000"	""	"false"	"0"
"HIF2016_DIS02_CONV27_POST451"	"HIF2016_DIS02_CONV27"	"HIF2016_DIS02"	"katarina777"	"1"	"1218405600000"	""	"false"	"0"
"HIF2016_DIS02_CONV27_POST452"	"HIF2016_DIS02_CONV27"	"HIF2016_DIS02"	"mamaboulet"	"0"	"1218578400000"	""	"false"	"0"
"HIF2016_DIS02_CONV27_POST453"	"HIF2016_DIS02_CONV27"	"HIF2016_DIS02"	"bc_survivor"	"0"	"1413928800000"	"lexxuy"	"false"	"0"
"HIF2016_DIS02_CONV27_POST454"	"HIF2016_DIS02_CONV27"	"HIF2016_DIS02"	"Imajerk"	"0"	"1429480800000"	"mamaboulet"	"false"	"0"
"HIF2016_DIS02_CONV28_POST455"	"HIF2016_DIS02_CONV28"	"HIF2016_DIS02"	"premie"	"0"	"1233529200000"	""	"true"	"9"
"HIF2016_DIS02_CONV28_POST456"	"HIF2016_DIS02_CONV28"	"HIF2016_DIS02"	"japdip"	"5"	"1233529200000"	"Premie"	"false"	"0"
"HIF2016_DIS02_CONV28_POST457"	"HIF2016_DIS02_CONV28"	"HIF2016_DIS02"	"BettyP02911"	"0"	"1233615600000"	"premie"	"false"	"0"
"HIF2016_DIS02_CONV28_POST458"	"HIF2016_DIS02_CONV28"	"HIF2016_DIS02"	"premie"	"0"	"1234652400000"	""	"false"	"0"
"HIF2016_DIS02_CONV28_POST459"	"HIF2016_DIS02_CONV28"	"HIF2016_DIS02"	"jonji"	"0"	"1234652400000"	"premie"	"false"	"0"
"HIF2016_DIS02_CONV28_POST460"	"HIF2016_DIS02_CONV28"	"HIF2016_DIS02"	"japdip"	"5"	"1234652400000"	"prenie"	"false"	"0"
"HIF2016_DIS02_CONV28_POST461"	"HIF2016_DIS02_CONV28"	"HIF2016_DIS02"	"rindaaa"	"0"	"1254348000000"	"japdip"	"false"	"0"
"HIF2016_DIS02_CONV28_POST462"	"HIF2016_DIS02_CONV28"	"HIF2016_DIS02"	"SueYoung55"	"2"	"1254434400000"	"rindaaa"	"false"	"0"
"HIF2016_DIS02_CONV28_POST463"	"HIF2016_DIS02_CONV28"	"HIF2016_DIS02"	"bluebutterfly2222"	"3"	"1254607200000"	"rindaaa"	"false"	"0"
"HIF2016_DIS02_CONV28_POST464"	"HIF2016_DIS02_CONV28"	"HIF2016_DIS02"	"twillow"	"0"	"1299106800000"	"premie"	"false"	"0"
"HIF2016_DIS02_CONV29_POST465"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"eliandbasilsmom"	"0"	"1280613600000"	""	"true"	"14"
"HIF2016_DIS02_CONV29_POST466"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"jessie358"	"0"	"1280613600000"	"eliandbasilsmom"	"false"	"0"
"HIF2016_DIS02_CONV29_POST467"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"eliandbasilsmom"	"0"	"1280613600000"	""	"false"	"0"
"HIF2016_DIS02_CONV29_POST468"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"SHELLBELL79"	"0"	"1280613600000"	""	"false"	"0"
"HIF2016_DIS02_CONV29_POST469"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"ilvmakindolls"	"0"	"1280613600000"	""	"false"	"0"
"HIF2016_DIS02_CONV29_POST470"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"bluebutterfly2222"	"3"	"1280613600000"	"eliandbasilsmom"	"false"	"0"
"HIF2016_DIS02_CONV29_POST471"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"katarina777"	"1"	"1280700000000"	"andbasilsmom"	"false"	"0"
"HIF2016_DIS02_CONV29_POST472"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"Kemal"	"0"	"1281218400000"	"eliandbasilsmom"	"false"	"0"
"HIF2016_DIS02_CONV29_POST473"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"Jaybay"	"0"	"1288825200000"	""	"false"	"0"
"HIF2016_DIS02_CONV29_POST474"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"katarina777"	"1"	"1288911600000"	"Jaybay"	"false"	"0"
"HIF2016_DIS02_CONV29_POST475"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"bluebutterfly2222"	"3"	"1288911600000"	"all"	"false"	"0"
"HIF2016_DIS02_CONV29_POST476"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"katarina777"	"1"	"1288911600000"	"all"	"false"	"0"
"HIF2016_DIS02_CONV29_POST477"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"Debb85"	"0"	"1290294000000"	"all"	"false"	"0"
"HIF2016_DIS02_CONV29_POST478"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"Melissa_1982"	"0"	"1291935600000"	"all"	"false"	"0"
"HIF2016_DIS02_CONV29_POST479"	"HIF2016_DIS02_CONV29"	"HIF2016_DIS02"	"bluebutterfly2222"	"3"	"1291935600000"	"Melissa_1982"	"false"	"0"
